log(n_SO2),log(n_POM)
5.694386281336415,5.4655926076869745
3.9329712738003324,5.496158167515123
8.956753346441676,8.3457216078871
2.045948019887839,0.7207793406527494
1.404770571477316,3.252468038136651
1.601041227808675,1.79545205543631
1.6527687836589955,2.6315461595927605
3.3960720722760738,4.195156012638557
-2.303266456187809,1.177099139676911
2.0272046234458987,2.6529911821118217
6.914378427200209,8.038599443606266
9.943038946941828,9.600826701443943
4.852844805296879,4.894941847874198
14.738181556019292,15.656554689167017
2.963286183208197,5.488984156007012
0.02054192899320295,-0.8965201101788907
13.097809411258941,12.088917093941552
3.3948867537702423,3.293933030049997
3.2823144081242415,2.7679662922485835
4.494721537882455,3.4507869257042434
7.355729207584208,6.636566571690912
13.259089490054963,14.06401953292861
0.7025228700257657,1.7363628433462384
3.28708867289912,2.536931405968149
2.4338257152142084,4.864412731428669
13.068312458576461,13.178725737524891
-0.3743666015557565,2.552688389430653
5.829040514501655,3.324385902919933
5.855097080857945,6.0081456380483305
6.4500383801655605,6.457556968847585
5.571977136145515,4.928553355158853
11.637862939570654,12.136561712601335
6.387017392539639,3.968821113150908
6.0713511824849435,7.236840861688064
0.8106167351179003,1.193910381711337
4.762162849350326,4.344355744918527
12.98658566382322,11.579197600717514
0.7344730576764937,-0.03520881677379295
11.10354536814,9.196668029687451
0.6801806117735838,1.5313109109788727
6.14035022354654,6.400475615948712
7.773554244246312,7.379198419213621
2.381024444058764,2.680080218000114
0.759592053842197,0.2075793992959869
1.0836453240205093,-0.13653962192843716
10.592333384945988,11.18902572624193
10.12305474714983,10.594384799562125
5.597758720728709,5.029008767173098
11.024530909876802,11.430983612902294
2.640845569035671,2.0739175030637376
4.5794286570392435,5.281181040105295
1.5194685418703717,1.4693389948561266
16.00508357381517,15.411146377559183
6.518314335879747,7.722014102952414
-0.4807828710169533,0.29576887487354453
16.543414524699603,16.3020830726274
0.1251018303455549,1.6628733375286542
4.0253226975022285,4.257345509167302
2.7263648390675064,5.420750599891969
1.15879513152269,1.8424445312024051
4.5278283709271365,3.973376291661004
4.607091791562863,5.812304844212241
0.5921351032500093,-0.9911992234591693
12.707703073101897,14.241463441470612
4.400380734092847,5.955453533708768
5.6317728758090055,5.49126430227949
5.235845404106798,4.95207697733018
2.4260565221581425,3.0885147620157904
5.404665082473553,5.548144658624514
14.26179293268456,14.726933257490437
3.6040219593170746,3.5249420937155973
4.3365907088758195,2.6138862164016436
2.798023489594484,2.7649651635631924
1.8235872220122515,1.9364979702283205
4.307236858174023,3.8128155614760577
-0.7991258960915157,-2.1070587739977205
12.612280553841497,12.90188318795924
14.756110234772958,13.697003021990108
3.6273801181340035,4.5530087667681185
2.5739783195218537,2.9102641644046114
6.192538674878893,5.405610317094081
3.40350104087986,2.5613784838127183
5.34650442690529,5.987701732669197
6.565521119304854,6.4372986551520635
13.612769907612282,12.647497560400089
8.066822675489181,6.990163666957962
4.822452790883859,5.328591237899103
3.1805287593197717,4.3679157267572295
9.767974606625382,10.089088801343776
10.03182955945894,10.451800669890627
2.792479599486566,5.378626719210718
14.260674698093371,14.413249518954064
2.194717761490617,4.632690617236859
5.700472707921884,4.474736324463605
4.661487904459863,3.0884284931848516
3.6186041353205853,4.669652249035861
-0.9955214503676855,0.7593815195613498
3.209950202895824,3.4112839188560313
2.024085198613542,2.1485835955343644
7.207952564252031,6.630101958017254
11.787275250039052,11.442768950863307
8.46214669385084,8.008996588863305
5.331616036802614,5.072957109766627
4.254649933301758,4.526678707963429
3.241673098082563,3.4737413010618523
6.332936826019374,5.876753482796505
3.0042462955770124,2.785034857402339
2.935506636707826,5.427122714780381
6.802905977472868,6.7518545054168735
5.459527276889858,5.128157135488609
7.185861452134099,8.910399172669335
3.1609441719838616,5.061997007700299
12.043194155424777,11.109164412493254
-0.49329203162921953,0.23312470272745234
3.553461109959609,2.0986214831546537
3.6742366488755485,4.558478824743886
4.484428310866463,6.363205257073937
4.734441907943523,2.6308513262983952
3.8802887673064035,3.5132380008689608
12.780520608736184,13.541681829974866
15.74780139780004,15.959114501594186
4.962106848989575,3.8814512723330084
4.646303774514666,3.8814332903025845
8.34711576410563,8.699874958945918
7.486799408740094,7.108572532641164
-3.395423350226226,-0.49579795879448785
8.464036063216371,7.6391237475209675
1.7242863517466556,5.404432829449048
5.9309307496379935,6.369239687127853
8.993096882089784,8.643670184545698
4.525390987968528,5.253948723265997
7.84036347694848,6.80935577286309
7.087372952572682,5.249812225205986
6.252454183044453,8.071711549018742
6.204261315274265,6.898014012705866
9.798917777869745,9.00750722307976
0.6762202495499112,0.35844336404242405
5.406073645700052,4.925528068887463
-0.9130090546617948,-2.1550112824232164
10.619071731512236,10.47331615865718
5.103387492100867,3.8879966883396877
3.2827134712440116,4.635461973714402
7.282028969785095,6.892035571442592
12.599396621300942,12.033240997501004
7.04846979958448,6.876712186679488
15.003727417292213,14.524536872669122
12.711001982054334,12.596038791271223
1.7082204910046452,0.09224201571466129
0.8156362143169624,-0.03367568078333427
6.480388266762851,4.566067737657217
4.858573550745726,5.768037270060108
3.8106587641681546,2.8191363160564737
14.429603284161551,13.890666930528248
6.6268566270347815,6.736331157621362
5.697405749069779,6.487197679501765
3.0626085272842647,5.768339648109441
3.295607326292446,3.526805223287111
4.348301908487596,4.71923560313664
13.164269664691739,12.112173510421288
8.832433397138859,8.867298084198529
5.489907548164391,8.244772877564946
2.452090097823228,5.248842270098469
7.217722050714309,7.899807441839146
4.116590990125341,5.594387921690204
3.029591875905262,3.5334889669549
4.366260563755365,4.544029889826895
2.1217001291873823,5.461170829124988
2.674333184929505,2.4416721263197685
15.563159994351363,14.313551580102839
6.61556401411484,6.892567011151331
8.38983875004601,9.482512151858401
4.080802900736076,4.265359529091744
12.639241653569297,11.787833525204247
11.592553528557243,10.454444336801714
5.26021046325166,3.520247212299944
9.708429151205742,9.089549831622882
4.4547892943145575,5.12711417707
11.404300561864282,11.478119703267758
6.402364416253654,7.256282843404134
3.048671122937728,2.1919774892278165
5.84318879883914,5.69384606349174
-1.14072220199749,-1.3072367882936868
3.5866377907907543,1.9906305276959895
15.311539961297486,14.402602574677552
8.862344436583168,8.327254230917813
9.665817256505939,10.01373824095326
9.457745631927533,8.94599449961776
4.973499262305894,6.548575833290448
2.8062430177619295,3.3953944072808877
9.59349312322971,9.611675427995017
5.507017719603004,5.337492128704947
-0.9193811616945382,-0.910036521250623
5.943043277067275,6.942553950020506
4.686471637634343,4.253762391771392
13.189535043494844,12.530015515877468
12.555512348209906,12.46972865090711
3.0971958464396145,2.711887969422243
0.6702638348510477,0.4738717812734392
3.915309062861157,5.21964731108378
1.7221481227114888,1.1434149649146
10.412041610987158,10.54548410042005
2.049896334898104,0.216694524946349
5.8880462617085145,6.588414024789724
7.304237420624331,5.2216915496494085
6.570863895262545,8.537556936957444
9.316181980253672,8.583282375865082
5.186663740591084,8.365075908109496
1.5621844205151865,1.7484348385319612
7.570562049455317,7.203892027172046
4.091918339126033,3.906904550439706
7.948621900195799,7.822413099360727
4.007962179563023,6.547560422405169
9.487818803523897,7.2300720145269
5.4123201805587575,5.616448090218295
3.9391798841651653,3.477669662302955
-0.763684748213004,0.471516094427642
3.6728094070645807,1.1118940236142443
1.7836463791747654,3.207410561527162
2.6647071887823723,4.184714175015854
5.544611999147815,5.181231714386724
3.6351333623750772,7.268118254624985
12.593107122724236,11.000664336696072
-2.8343222675723743,-2.405610511021873
11.082774195120514,11.137758813835127
6.402960843030234,5.939580366755896
9.489272719688657,9.499787305065624
12.542189154827504,12.82672009871382
12.233367392704432,10.699601407089226
1.9012711983597228,2.1726750597409645
0.6008523780054782,-0.3729875092609416
4.550863114071628,5.489121989349805
2.607567035667243,2.46544629630231
4.89714333929277,4.769259819966364
0.9818103797949078,1.4185099236592995
6.377603107849675,5.285091096160421
7.622293446147373,7.472640390331134
5.709680522006358,5.230529313265233
5.000283689504492,8.187502819850419
10.883217960654813,10.468150873086092
8.19406677621311,8.474148393547845
6.329736875614167,5.504225085659802
2.7894990325350157,3.3443150677387807
11.465998324870808,11.390142541338617
6.273829764426155,6.197374625014319
5.927037837414007,5.65205961142556
5.282580323811991,6.020644210709097
3.236678456870101,3.9055555537047493
4.464630245246738,5.388579359237663
2.9450819705009934,0.9360910798652318
13.105255981718843,11.389282803112001
3.9292604223265952,2.9817551311554604
5.112801926210969,6.660727862518273
8.297351055968617,9.950741785472161
1.244535646224672,1.8730198058145215
7.5112712738107525,6.877368954637205
11.225634973088265,10.666760334219003
6.35983966941783,5.894584915728001
5.01848684123003,5.832355736781249
1.8188134090976371,4.120375456727954
6.831735999707821,6.654601370404892
2.162236293922672,1.4811793771423287
2.691415658999735,0.5171139229729844
8.257413266008076,10.301143206152211
9.013564318226628,8.301188080347217
2.6314720761545067,4.649260172974983
16.621655914371093,17.24046354731462
6.6153705543040635,8.927844955068714
2.111424704830541,3.413157339894604
10.358113483587628,9.05469703458366
1.3206668271756263,2.301950585369215
0.10865741921492589,0.13555151665266418
3.1613168389588115,2.631896345134357
5.199978275109304,6.611973670721429
4.462151354005888,3.1479489834347776
2.3035352994069695,4.756369084458763
15.30003405743347,14.467398877991606
10.218861323178544,10.368724732523276
8.650169069180137,6.639731879259685
5.749386367409241,7.470024001820905
10.723244368809791,9.680426378312804
3.6505505853730122,3.9053611001160653
6.515892600960136,5.287243998411046
2.5350233528453776,1.9700366219538312
3.480221566116017,3.8644245394566914
6.355536107604972,5.164347241215896
2.5556401104795072,3.8608825633896044
-3.5652548894697844,-0.54144461260735
3.431158425360719,4.359010941855902
3.3833728515028194,1.7083551683045555
6.161033084461474,7.1547678228752325
17.70576725764456,16.57128356845982
3.320767694020041,2.577406758157225
-2.4466336024075677,0.08023413506640864
1.5809689939109157,1.1511347972537633
7.670063454778662,7.762807678216802
4.368785234643874,4.809525245284394
4.9480541259352515,4.874456314176129
4.412062043644694,5.3270434704379035
14.247232762262014,14.915662709984385
5.886850176438041,3.566030529220388
5.661012871373738,3.69638532557531
3.7202433587472656,3.9310236561573118
3.1585978553584173,5.710266544389693
3.500200445771674,2.445120694701294
5.4250371927944085,3.547702516669141
-0.23502442290693804,0.1627439403047939
11.061381555371293,12.742463671812313
13.018833456745343,13.440116845021139
2.0787474740491576,2.9912612292134684
7.0826684894960605,6.601686147347107
1.4499688827534425,0.957719558042275
10.13854475595716,10.724984235736349
4.350776292831835,2.545768161064666
15.823237680919437,16.343309066534413
4.787183643319151,4.0135928985040215
0.8379937251936482,3.6993717584213037
9.24826078302118,9.955583295771326
3.6927542329118532,2.5086584269403667
9.749847162527848,8.621241915721335
2.0794145195750504,-0.3922044572057004
3.439651936500134,3.4598341910121047
3.406502339834196,3.5842786979095593
7.427033883605092,7.138997883400604
5.80082556595124,7.596574730382132
0.1277444068357978,0.5674971713137649
3.7547208802350243,4.81677572281815
6.681486323825473,7.1469622371098405
2.1347572894118896,3.731667290029246
1.5525191718777411,3.199988109118549
14.979139609863566,13.481870356514627
0.784953725527207,2.328085935620846
2.873877213954319,4.31362272511623
6.253857396442887,6.302997374816778
0.7489589090787394,2.2908587539606575
5.676131348633159,6.149310292957603
-2.3672139780496257,-3.3654101919396657
11.024403174771702,9.560136005653224
10.162045686448877,10.237074011480175
3.79591368263582,4.689467734025975
6.602336628423686,6.992156187363548
3.7635330991597304,6.0070283932652035
7.163103728493972,8.25806360993021
2.2213086657279253,0.9345090461051031
7.167818967648476,7.519210247978391
4.754256186077761,5.36160455042992
3.2494913300204398,5.782949218608626
-0.4741427556728519,-0.3981059014525954
1.318563296935034,4.362747404979385
12.401147497556066,12.852398791503092
6.909022974080252,7.248525852581515
11.89382797821572,11.79495109158623
3.030012716056709,2.0669443959127474
4.982965797019321,5.725622785685018
3.473185361671789,2.8612016794981865
6.21123094018469,5.4729861523561905
2.613926524522548,4.038340323409785
6.120337176073269,6.374199919955425
2.581766619602962,4.147153938238738
7.262533962530284,6.899595826759708
9.634308255399628,10.049734512773917
5.941438507567731,7.738523111722201
2.941431479813125,2.748733011737743
4.893348687243671,5.523167002522178
2.9133670017772832,4.5631287099070725
3.6490221758127572,2.4526535030221646
4.891118946659997,5.030760120044204
10.773153694882533,11.811665753621702
17.896109103157556,18.19491641702233
14.84474500404421,14.396119327965966
2.9267833819097837,6.257849129062332
3.1998651844321673,6.661724950828876
3.072865430253947,3.960138786720093
-1.4304915849244138,-1.3858950345997156
5.616987848296288,6.987277068826496
-0.5414088497186791,-0.2747692752452764
3.837242120982547,4.165366657088613
8.918219863067437,8.492992052142167
4.230069706721115,4.365116877314515
0.23347749542921825,0.3564884100995407
2.8047239728519875,2.699957258215812
4.176584849945842,3.9820547901337657
3.13242134535075,2.9816246428665023
10.160705707144345,9.540260134752874
11.114570497658047,10.437175998679168
1.9127553162236293,1.614790232579257
3.893720327458234,5.914543410082874
7.241825593099925,5.8505386106320305
3.332118042994326,4.5240533289259135
16.240372740678296,14.823387731663182
0.7280692872294501,4.2032509468344035
6.407645783289519,6.762855276851985
2.8528307119078,3.3195070695493287
3.2800489387418517,3.1813718553986714
8.854843758473514,9.394245427655228
4.835144429904359,5.334191803152943
6.080758914067182,7.379719946796303
13.756710232758776,12.65415947879668
3.1443822001908144,4.119836107188446
1.2806769461267455,1.053919817120847
3.546975043015783,2.1548398623170453
9.493704722753094,7.759506869617643
1.1837101184028516,0.7755959081864656
5.7281696176056,7.6400649594424515
2.4842288684534335,1.3839342277629043
11.372073339416524,10.665359396824066
11.03949044471824,10.89100390725325
1.3948019506206424,1.1086290365010267
5.338596982061149,6.045597774315095
-0.6522777820738348,0.49689266697954215
10.06328954585068,9.752462833906804
4.2592518390524585,4.23540960358701
12.863275484521044,11.362559504945315
14.083117668402627,13.925880458116328
2.083324390977608,1.2081305705102543
15.352891263044743,14.096140324565027
1.30513036114412,1.2047275018466528
0.8828954238926627,2.768713209582507
7.635670432253956,7.7530780150348395
0.8945757919999324,-0.18262437688753463
11.756703365568253,11.385933007397131
12.296979818690518,10.014756194647074
11.972862155538884,12.158449399327713
13.490230135260923,13.902511159381516
7.273369487799474,9.046389365120499
0.43609557939702004,1.289895404300709
14.677768961225356,14.01867663354599
11.18325957195392,11.32214790558052
0.4840020330713237,1.6240495575141285
2.7097637023157644,2.0654549972688443
7.9654129570363965,9.530793516321301
4.833463546169611,3.183352968115709
5.3226060671038695,4.546670348989148
2.3020306255496776,3.201512746625762
11.054526204046066,11.396598808637442
3.1994979796632492,1.1826355743018286
0.8369845050845703,0.9695129092107302
2.8528035005094514,6.760831548360052
9.500321750876918,8.941642320736486
6.396471689301189,7.288330635360369
9.171442481538183,10.3126813634555
5.045176057267347,3.1490067516216653
0.7999252820732119,-0.38806072039350514
4.80571566957725,4.698594355440155
3.963980612472783,3.17108779779873
2.409142224611969,3.9070802265150495
1.9992784477056436,0.7915136176765161
1.4059375332219326,0.31973846389195604
10.787855294883736,9.903410993143794
17.29186566029508,17.455516754335353
1.1613241086965194,0.17267295343095013
5.838106616337258,5.2750561253389545
5.942741963079174,6.5514507907892945
6.326639110359425,6.318816363483111
3.319457579055339,4.534864991332413
4.646887047940782,5.132684425719483
7.5589730929683725,6.139112285551855
10.305425136276684,10.254369248007263
15.869440232951824,13.872769975285937
14.287838251380116,14.895118938938536
9.046289587395487,8.483106655118123
3.7021729563942034,3.3278821591481136
7.280428794677441,6.495452109072799
2.321366585507708,5.019617390532781
15.694467629138007,14.098628766272714
1.057848084263501,1.6505870840156445
3.0023966611409225,3.8660666726086235
5.6498954703695885,4.298832692619422
8.908042002803658,7.935910366049794
4.130063955635546,3.5578953289630446
2.1178816129197116,2.1164997240231083
3.2574335745625915,4.54916566368342
13.645951731318892,13.395417235983132
13.27057472138279,11.760120454572412
2.8790658364113533,5.8493074445188435
4.3626969045220845,4.806070307593912
3.3824854515998086,3.514360920992828
11.427324810377659,10.984354539342974
6.4464280818879836,5.579563584842868
-1.9879190638717548,-1.690716802249952
2.327726381380646,1.2011448543541368
5.460955980296881,7.055418059657816
3.8134287244197975,5.5820546639651285
0.5590244431662068,2.2692796907267407
0.971872789269296,4.0367049109945095
2.6066223857786914,1.8287139069605427
5.002293762619868,5.936119928545486
6.526129642498155,7.634919782949355
7.609769290229661,5.4623120868849995
8.046706042553177,6.976127674838898
1.9089235054465945,2.1480811504780366
14.99042826194018,15.277749548744099
1.4970157050699016,3.8318392298982245
14.79461953336992,15.985192407992244
11.139947192058605,9.683076530480436
0.30873630533819574,-0.13471830544559893
12.412449418045004,12.119825812090085
6.715317970248938,6.205805977346479
3.4547685559744243,1.7504243479256676
15.871181844524948,15.614710868687553
0.1167146369368437,1.2894666544627267
5.989529667316458,5.436366449381984
2.750732419855436,3.3537436484406427
3.530661924257305,3.3862262387789195
6.721636234987142,5.120555765493159
1.361229370692922,1.8347177400668784
4.90840707672702,4.360474913552152
1.4947191778879154,1.711851274753239
6.359657130273478,4.247515814124874
2.2490870597995274,2.53321101644018
4.468011716758125,3.6517188747950935
5.924642261829342,4.866764917729517
6.570913165640897,6.485474029629978
12.332570281100136,13.614752819337655
10.684871791180178,11.050584316848823
-1.6167695174513588,1.2005333705515646
4.69010301584686,3.42472282851966
6.8085432024735395,5.100516968844033
5.033140057258473,4.2346173727137595
12.88300809185764,13.212075835213074
4.630341272316887,4.232449511278052
3.813878236568805,4.181343823340683
3.8909119138563173,4.535532690344752
3.10450387567,2.486895633003572
13.760036897638509,13.194926663153588
2.1267723687608613,1.5822434050224257
3.0391384023122763,4.1172183067578825
0.7113378262457308,2.5375830967387554
6.610567181650361,7.5890122609168404
3.6777935900041747,3.3788413418073944
4.158757637843489,5.391078623770682
14.422673599695978,13.304681158082056
12.667189264210396,13.000747795150538
4.601769578345101,4.5794944566329985
4.335698160757031,3.077006989650935
6.715866556555272,9.333742977054193
3.5844239295028535,4.182547356557421
-1.1433042598017442,-0.8536697076808348
13.381232998086537,12.951850379334413
7.161421377383174,4.709974983668194
4.270230458695143,3.515137711323199
4.323470881411967,2.2706441868127096
14.03942247947155,12.986179760288568
6.861976526744008,7.1669859723102345
3.823635545554045,2.681716589798159
13.96381426733569,12.784157184269239
9.297997354418975,8.329302082626828
0.2909322094453888,-0.11397663396484603
0.33823799018502587,0.18663754033460123
1.2168612678589126,2.7747211207829974
0.5336259117719391,-0.5371375660398803
6.1338755033840755,5.91653731962428
3.2904318948389455,3.293131720593352
12.527987181868053,11.859660748309972
0.47092986477712095,3.0438877294959714
0.6751269534029629,0.15054476513991766
7.489188736931851,7.139071727841753
11.218767378059066,10.379017908507787
2.9232136701946043,2.731805362673011
12.491167350351276,14.099325465104354
5.1433115590367375,4.5570067323168875
6.072855446410472,9.233674658271442
3.6616037346972754,4.279195359002461
14.228469843904316,15.01353775004549
4.806436817177778,4.623617155257113
-2.644826446133467,0.6353834253818889
12.567830745190856,12.133178393389509
-0.4228101562604669,0.7664900990921626
4.978255659343342,5.887873727203768
2.0356219050383926,1.6173985163936768
1.875989728799963,2.096064667719202
1.6560508680447836,3.293986645840871
11.993727700126783,12.920027343221962
2.654247669369417,2.0161560523834234
4.231581498012057,2.321433206985855
14.123295181272255,14.387946569311982
7.899738240017912,8.075953704906802
1.2802599935328707,1.5966619009791583
6.38794461706993,6.746610147637133
11.846046538762282,9.873264610052479
1.7219421745142367,1.2173475582362268
13.756737217246787,14.249024987832671
10.758167545627604,11.988274821199392
1.0658622622138059,1.4653684922787162
12.597388968274704,10.798231603242348
0.600543193358007,1.6510851914775477
15.22350592611101,13.37719821235028
6.2516035798643195,7.024016842344801
2.513893323221895,2.6740298763401356
6.5965291434500655,5.975612053199676
6.941739670859825,7.7817698919660145
13.419530099547334,14.355243983438864
2.1700193387783027,2.2115140978461145
2.6635678601957977,2.304631778088063
-0.3881562226566806,-1.3049297208626935
9.126823572278353,11.22209970577571
11.061990977344694,11.745420614790913
0.14308160636065326,2.257925986689682
2.4900911245848025,2.302504408369739
1.8648166098642185,1.654579035181539
3.6400698730051304,5.406147996181259
3.8162665256072765,4.759804145395707
0.16266347875679488,3.5469907730208368
9.119460470727134,7.173928429199972
5.493650153970547,6.488431179375269
6.136408555179083,7.182273948513464
2.439035190052542,4.6516165438531525
9.596630924995427,9.0421756492855
-0.5659185070602621,1.097741205671345
0.9398760489764979,2.454927375094986
4.637911652703953,5.62535150109505
4.4033679520231725,4.487391327936928
6.722259386103907,8.131332693881664
7.425625712159649,7.824902131132742
13.78488427634546,12.471773891678843
4.658840179046366,3.99156002377923
2.816067783498937,3.3842997412789377
4.081801146530964,4.5580740000874025
4.389228325612877,4.719740953865888
-0.5648448530621248,-0.9645990242649631
3.908718188335205,3.6387029049951365
12.291762339678714,12.957626511733357
10.74423875649408,10.742008125675861
1.5677519157096338,1.3895262894254348
6.937075578426936,7.9100432029622105
1.9741985322746443,2.1378284494342465
6.568638552926467,6.172979912184836
3.028151406265554,3.8509072703638916
10.388759369044495,9.953940632204844
2.0669046814376344,3.490887475284975
-1.1298806755347153,1.57587225452761
16.44219291260305,13.850490594012651
2.550370468168183,4.2216021863026505
7.325393053739479,6.916328042388265
17.31090823100699,16.40342269936633
13.020955205761071,12.525321037201484
2.5180588035879414,3.634655236539399
3.8183931913635925,3.674792860626743
2.632723645753839,3.877763656130781
4.492990190404106,5.565940555173325
6.882865639476686,5.606033146315273
13.037834728969013,12.680659589929517
6.514099396048128,4.940441847577326
-0.34925199262689066,0.3633890216925977
2.6340283376718987,1.146708111696776
1.1369617664390903,0.35465610157841976
15.28951147718831,13.017512449916659
-0.9969062653981755,-0.9919158131240193
4.965472518496284,6.632579781416079
5.450668578551626,5.7533294804251245
5.46609939786819,6.279192969550483
6.842586326539289,8.076393956819947
4.333247640022881,5.473205245129278
14.693418868239437,15.041258078065466
1.5712506084532514,0.5548787788918519
6.529246104404397,6.644447421541233
6.600274765081647,7.064902396421552
7.9971960075368695,7.733484255440566
13.64841224152411,13.706546204295417
2.9634239649833756,2.87581914983271
0.0828677501169297,-0.11028306217590433
4.815417269476615,6.837332214196568
7.386614804005246,8.100193007871772
3.8244972228567584,2.2107100924407392
5.0027859558817385,5.515451393568552
3.7785728352068206,4.78710757660111
5.925125857633638,7.114472804154959
2.021629932896665,2.367933419241155
4.326578397790409,4.800338901348114
4.406583852409579,3.1147104506881433
3.6583912550857964,4.755676197366531
10.761166520763078,9.713798345853085
11.609066354943714,12.90826675204025
8.752149019290663,8.445866461340898
10.075726711219538,8.012294582361552
5.6699597435790405,7.0759501646238965
4.849332941727319,5.439921054636393
-1.2148057544158855,1.6666844861511123
1.5781795144205617,2.9214233903968916
3.650535146721171,6.985048714068679
6.933620404388424,8.433316084061321
3.543869300723652,4.00716983185367
6.47438674062392,7.816314781423216
13.02091524308525,13.242945130596638
4.817481304356122,5.506555463998534
4.734983316542179,5.539195674821345
9.239321291822762,8.735573600601779
1.518295781317521,1.881525293646388
8.119226254256866,7.165811643575936
1.4565344839270638,4.549551743509886
14.989257505902852,16.19901250318703
4.511406795301651,4.382442599278324
1.4913392723848435,-0.21393156544356806
6.228465236561082,4.7729722055692
11.89070716021912,8.987022550060864
16.177889702423958,16.07427987461884
3.2584739038630492,6.291825461051213
-0.16798165241196905,-1.5435999524206885
12.929713103793418,11.376544535390265
14.128068296533446,14.069943024588238
8.888423824996892,8.459709331500193
6.1923178915688775,8.340952705715484
9.405705812529881,9.41419446039776
6.093763742020297,4.91206733713335
4.965307875264971,5.852838856841911
4.565175840406564,7.143841089191024
16.958223172582937,16.006241487873172
6.0599389639347505,7.432014561324958
10.834707035350919,10.834695108752276
5.122686468473624,6.702122336990025
6.510988770199164,5.60136476849625
-0.08020990481914847,0.6488952540519635
4.705485301599861,4.815458638020138
19.706054159051455,18.210720528733233
5.328716279102957,6.084021271554609
7.777589373096918,7.924270840741812
7.6697879896619865,6.279329489838508
4.8027679561591246,2.2356283003413973
4.940024376759072,5.6384619440510795
11.231876884729214,11.673282467404489
2.937723591880138,3.76950955970427
5.384036577585524,4.875103766888348
14.668181702598421,14.11184590539721
2.069014012636446,2.3625516225012064
4.912676028409572,5.919514095830396
4.510646622607845,6.036898122898963
3.022008449484334,2.1569302049912285
4.178008823402148,3.3008552022788447
2.206350005823274,3.746196263660791
6.062682213046576,8.158938912827168
4.377200094732136,5.228772375319723
4.390122454680163,4.469044769766652
15.919916845967723,15.171050553370911
1.359053700777967,0.11317594218130189
2.4426759348257967,3.740047184997114
4.565931628877983,3.5544100183043392
14.261733588786882,14.856399840624459
11.117360563856794,10.427485882092537
-0.8024518638549418,-0.32972244218630165
5.495597788739012,6.45376110730069
13.289043007400846,13.536268401202179
9.820617728997135,9.069967239111943
1.439589258706485,0.8945506675036026
2.755427270205672,5.872171291094611
1.2959991080811237,3.431226737164597
1.9109387705441527,2.262153476970364
10.479060713055498,10.251858090352744
7.285131914229103,7.074719111339555
4.496051443942358,5.092882453474477
1.1715926110787376,2.8101085584985617
5.05378654999207,4.728593280692359
-1.2429858705919967,-1.7337468664823419
1.6269862582854722,0.2742400133743672
4.999481327386968,6.2320847276395535
15.75140447474868,15.15150374750415
3.9494852844538086,2.299731212230753
